Name,Teff,e_Teff,R*,e_R*,log(g),e_log(g),[Fe/H],e_[Fe/H],M*,e_M*,logAge,e_logAge,plx,Vmag,Notes,SCat,unknown,Gaia,2M,Simbad,_RA,_DE,simbadnames,ID_NAME
GL_625,3475,60,0.331,0.012,4.9,0.05,-0.35,0.08,0.32,0.03,9.75,0.51,154.1,10.2,D,1,1,Gaia,2M,Simbad,246.3526,54.3041,Karmn_J16254+543|Gaia_DR2_1428427236986209024|AC_+54__1646|LSPM_J1625+5418|TYC_3878-1193-1|ASCC__262633|USNO-B1.0_1443-00251675|8pc_151.93|AC_+54__1646-56|CSI+54-16242|G_202-48|G_226-7|G_225-62|GJ___625|HIC__80459|HIP__80459|MCC_767|NLTT_42804|USNO_749|VVO_180|Zkh_226|[HFE83]_1175|[RHG95]__2589|2MASS_J16252459+5418148|PLX_3740.03|WISEA_J162525.14+541813.0|UCAC4_722-055464|StKM_2-1247|PM_J16254+5418|Gaia_DR1_1428427232690720000|GALEX_6371021398798766191,Gaia_DR2_1428427236986209024
GL_686,3657,60,0.424,0.015,4.83,0.05,-0.25,0.08,0.44,0.04,9.63,0.53,123.0,9.6,D,2,1,Gaia,2M,Simbad,264.47228,18.59171,Karmn_J17378+185|PLX_4009|LSPM_J1737+1835|ASCC__878749|UCAC2__38455998|USNO-B1.0_1085-00280931|AC_+18__1453|AC_+18__1459-48|AG+18_1586|BD+18__3421|CSI+18-17356|Ci_18_2347|Ci_20_1050|G_170-55|GCRV_10187|GEN#_+0.01803421|GJ___686|HIC__86287|HIP__86287|IRAS_17356+1836|L_1278-24|LFT_1363|LHS___452|LTT_15228|MCC_169|NLTT_45173|PPM_133635|TYC_1555-1029-1|UBV___15007|VVO__64|Zkh_259|[RHG95]__2792|2MASS_J17375330+1835295|PLX_4009.00|NSV_23111|WISEA_J173754.04+183540.0|StKM_2-1329|PM_J17378+1835|WEB_14554|Gaia_DR2_4550763526539955712,Gaia_DR2_4550763526539955712
GL_694,3464,61,0.44,0.017,4.79,0.05,0.0,0.08,0.43,0.04,9.72,0.52,105.4,10.5,D,2,1,Gaia,2M,Simbad,265.98318,43.37861,PLX_4053|LSPM_J1743+4322|ASCC__418044|2MASS_J17435595+4322441|BD+43__2796|Ci_20_1062|G_204-27|GCRV_10260|GEN#_+0.04302796|GJ___694|HIC__86776|HIP__86776|LFT_1371|LHS__3321|LTT_15258|MCC_171|NLTT_45376|TYC_3100-1810-1|VVO__67|Zkh_263|[RHG95]__2817|USNO-B1.0_1333-00303264|PLX_4053.00|WISEA_J174355.97+432236.8|UCAC4_667-064273|StKM_2-1342|PM_J17439+4322|WEB_14633|Gaia_DR2_1349047857580994560,Gaia_DR2_1349047857580994560
GL_745A,3500,60,0.31,0.012,4.93,0.05,-0.33,0.08,0.3,0.03,9.75,0.52,113.4,10.8,D,1,1,Gaia,2M,Simbad,286.77319,20.88804,Karmn_J19070+208|PLX_4451|LSPM_J1907+2053|ASCC__800727|UCAC2__39189853|USNO-B1.0_1108-00373266|CCDM_J19072+2053A|CSI+20-19050|Ci_20_1129|G_184-48|G_185-3|GAT__153|GCRV_11580|GJ___745_A|HIC__93873|HIP__93873|IDS_19029+2044_A|LFT_1449|LHS__3432|LTT_15601|NLTT_47424|PM_19050+2049|Ross__730|TYC_1598-325-1|Zkh_284|[RHG95]__3004|2MASS_J19070556+2053168|WISEP_J190705.22+205313.4|WDS_J19072+2053B|**_LDS_1017B|UCAC4_555-082340|PM_J19070+2053|Gaia_DR1_4519789317615004800|Gaia_DR2_4519789321933481856,Gaia_DR2_4519789321933481856
GL_806,3542,61,0.443,0.018000000000000002,4.78,0.05,-0.15,0.08,0.43,0.04,9.72,0.52,83.0,10.7,D,1,1,Gaia,2M,Simbad,311.26708,44.49907,PLX_4951|LSPM_J2045+4429|ASCC__436187|UCAC2__46961244|USNO-B1.0_1344-00401190|AC_+44___871|BD+44__3567|CCDM_J20451+4430A|CSI+44-20433|Ci_20_1228|G_209-41|GCRV_13011|GEN#_+6.10010806|GJ___806|HIC_102401|HIP_102401|JP11__5177|LFT_1568|LHS__3577|LTT_16068|NLTT_49843|NSV_13280|TYC_3178-633-1|USNO_897|[RHG95]__3247|p._Pulk_40|2MASS_J20450403+4429562|PLX_4951.00|WISEA_J204504.52+442959.4|UCAC4_673-089122|PM_J20450+4429|Gaia_DR1_2070115584598613632|WEB_18540|Gaia_DR2_2070115588901082368,Gaia_DR2_2070115588901082368
GL_83.1,3080,60,0.187,0.01,5.05,0.05,-0.16,0.08,0.14,0.01,9.68,0.53,,12.3,D,3,1,Gaia,2M,Simbad,30.054000000000002,13.05195,Karmn_J02002+130|LSPM_J0200+1303|UCAC2__36403434|2MASS_J02001278+1303112|USNO-B1.0_1030-00025765|2E___510|8pc_224.80|CSI+12-01575|G___3-33|G__73-12|GJ____83.1|GJ__9066|GSC_00629-01255|JP11__5196|L_1159-16|LFT__171|LHS____11|LP__469-42|LTT_10681|NLTT__6690|PM_01575+1250|UBV_M__43000|USNO_109|V*_TZ_Ari|Zkh__36|[GKL99]__52|[GS83]__70|[R78b]__95|[RHG95]___358|PLX__412.02|1RXS_J020012.5+130317|2E_0157.5+1249|RX_J0200.2+1303|[ZEH2003]_RX_J0200.2+1303__1|WISEA_J020013.74+130248.6|UCAC4_516-003340|PM_J02002+1303|GALEX_6377389729346749191|Gaia_DR2_76868614540049408,Gaia_DR2_76868614540049408
GL_87,3638,62,0.443,0.017,4.79,0.05,-0.36,0.08,0.44,0.04,9.74,0.52,94.8,10.0,D,1,1,Gaia,2M,Simbad,33.08745,3.57562,WDS_J02123+0335A|**_PIN____3A|PLX__450|LSPM_J0212+0334|TYC___41-1345-1|ASCC_1097530|UCAC2__32985862|2MASS_J02122090+0334310|USNO-B1.0_0935-00022454|BD+02___348|Ci_20__153|DO___405|G__73-35|G_159-45|GCRV__1204|GEN#_+0.00200348|GJ____87|HIC__10279|HIP__10279|JP11____15|LFT__187|LHS____14|LTT_10745|MCC__95|NC__7|NLTT__7309|PM_02098+0322|UBV____2214|UBV_M____173|Wolf__124|Zkh__39|[R78b]_119|[RHG95]___390|PLX__450.00|WISEA_J021219.77+033413.9|UCAC4_468-002996|StKM_2-195|PM_J02123+0334|Gaia_DR1_2515037294106060928|WEB__2145|Gaia_DR2_2515037264041041536,Gaia_DR2_2515037264041041536
GL_875,3740,61,0.563,0.024,4.7,0.05,0.02,0.08,0.58,0.06,9.77,0.51,71.4,9.8,D,2,1,Gaia,2M,Simbad,342.58093,-7.0901,PLX_5527|BD-07__5871|GCRV_14341|GEN#_+1.00216133|GJ___875|GSC_05241-01613|HD_216133|HIC_112774|HIP_112774|MCC_210|PPM_206835|TYC_5241-1613-1|UBV_M__26653|VVO_167|[M51]_139|[RHG95]__3592|2MASS_J22501943-0705245|PLX_5527.00|UCAC4_415-145809|StKM_2-1660|PM_J22503-0705|WEB_20093|Gaia_DR2_2611163717366876544,Gaia_DR2_2611163717366876544
GL_896A,3353,60,0.409,0.016,4.79,0.05,0.03,0.08,0.38,0.04,9.76,0.51,,10.2,D,3,1,Gaia,2M,Simbad,352.96738,19.93729,Karmn_J23318+199E|PM_J23318+1956W|GJ___896_A|CSI+19__5116__1|8pc_160.06A|LSPM_J2331+1956N|BD+19__5116A|CCDM_J23319+1956A|WDS_J23317+1956A|**_WIR____1A|**_LMP___24A|TYC_1723-23-1|2MASS_J23315208+1956142|NAME_EQ_Peg_A|PMSC_23268+1923A|PMSC_23268+1923Aab|2XMM_J233152.3+195614|Gaia_DR2_2824770686019003904|WISEA_J233152.73+195613.9|StKM_2-1738|UCAC4_550-148507|PM_J23318+1956Wn,Gaia_DR2_2824770686019003904
GL_908,3646,60,0.407,0.014,4.83,0.05,-0.45,0.08,0.41,0.04,9.72,0.52,169.1,9.0,D,1,1,Gaia,2M,Simbad,357.30219,2.40122,Karmn_J23492+024|PLX_5763|LSPM_J2349+0224|ASCC_1180532|UCAC2__32640241|8pc_167.51|AG+02_2968|BD+01__4774|Ci_18_3124|Ci_20_1454|G__29-68|G__31-6|GC_33053|GCRV_14913|GEN#_+0.00104774|GJ___908|GSC_00586-00610|HIC_117473|HIP_117473|IRAS_23466+0207|JP11____12|LAL_46650|LFT_1828|LHS___550|LTT_17014|MCC__82|NLTT_58069|NSV_14719|PPM_174453|SAO_128397|UBV___20450|UBV_M____172|UBV___20455|UBV___20422|V*_BR_Psc|VVO_272|YZ___2__8164|YZC_20__8164|Zkh_355|[GKL99]_460|[RHG95]__3759|2MASS_J23491255+0224037|USNO-B1.0_0924-00778184|PLX_5763.00|RX_J2349.1+0224|1RXS_J234911.9+022422|TYC__586-610-1|[ZEH2003]_RX_J2349.1+0224__2|WISEA_J234913.22+022354.3|UCAC4_463-135261|StKM_2-1775|PM_J23492+0224|Gaia_DR1_2739689235015218560|GALEX_6381013748662931453|WEB_20691|Gaia_DR2_2739689239311660672,Gaia_DR2_2739689239311660672
HIP_104432,3545,60,0.369,0.016,4.86,0.05,-0.45,0.08,0.36,0.04,9.7,0.52,84.9,10.9,D,1,1,Gaia,2M,Simbad,317.32261,-13.3025,PLX_5084|CSI-13-21065|Ci_20_1261|GEN#_+6.10140918|GJ___821|GSC_05783-00134|HIC_104432|HIP_104432|JP11__5194|LFT_1607|LHS____65|LPM_767|LTT__8393|NLTT_50633|PM_21065-1329|TYC_5783-1513-1|VVO_372|Wolf__918|[RHG95]__3307|2MASS_J21091740-1318080|PLX_5084.00|UCAC2__27211430|WISEA_J210917.93-131830.3|GCRV_26191|UCAC4_384-153409|StKM_2-1498|PM_J21092-1318|Gaia_DR2_6885776098199761024,Gaia_DR2_6885776098199761024
HIP_109388,3530,60,0.47,0.018000000000000002,4.78,0.05,0.37,0.08,0.48,0.05,9.65,0.52,113.2,10.4,D,1,1,Gaia,2M,Simbad,332.4181,-4.64074,PLX_5358|2E__4574|BD-05__5715|Ci_20_1340|G__27-16|GCRV_13921|GJ___849|HIC_109388|HIP_109388|JP11___258|LFT_1689|LHS___517|LPM_814|LTT__8889|MCC__73|NLTT_53078|PM_22070-0453|TYC_5227-1521-1|USNO-B1.0_0853-00595068|VVO_234|Wolf_1329|Zkh_328|[RHG95]__3478|2MASS_J22094029-0438267|GEN#_-0.00505715|PLX_5358.00|2E_2206.9-0454|Gaia_DR2_2627117287488522240|WISEA_J220941.14-043826.8|RAVE_J220940.3-043827|IRAS_22070-0452|AKARI-IRC-V1_J2209408-043826|UCAC4_427-123515|PM_J22096-0438|Gaia_DR1_2627117283194034944|WEB_19654,Gaia_DR2_2627117287488522240
HIP_11048,3785,62,0.599,0.021,4.67,0.05,0.14,0.08,0.61,0.06,9.85,0.49,83.9,9.3,D,2,1,Gaia,2M,Simbad,35.56101,47.88003,2MASS_J02221463+4752481|PLX__481|LSPM_J0222+4752|TYC_3298-1434-1|ASCC__306934|UCAC2__47696767|USNO-B1.0_1378-00062837|AG+47__261|BD+47___612|G_173-53|GCRV__1326|GEN#_+0.04700612|GJ____96|HIC__11048|HIP__11048|JP11___188|MCC__96|NLTT__7753|PPM__45026|UBV____2437|UBV_M___3608|VVO_126|Zkh__41|[RHG95]___427|PLX__481.00|1RXS_J022214.1+475304|WISEA_J022214.85+475248.5|UCAC4_690-014940|StKM_2-205|PM_J02222+4752|GALEX_6372815757751878097|WEB__2324|Gaia_DR2_354077348697687424,Gaia_DR2_354077348697687424
HIP_115332,3324,60,0.416,0.02,4.79,0.05,0.24,0.08,0.39,0.04,9.68,0.52,93.5,11.7,D,2,1,Gaia,2M,Simbad,350.40604,17.29039,Karmn_J23216+172|WISEA_J232137.05+171710.9|TYC_1713-313-1|PM_J23216+1717|PM_23192+1702|PLX_5652.0|LSPM_J2321+1717|ASCC__911153|UCAC2__38002533|2MASS_J23213752+1717284|USNO-B1.0_1072-00715059|G__68-8|GEN#_+9.80068008|GJ__4333|HIC_115332|HIP_115332|L_1295-31|LFT_1785|LHS___543|LP__462-27|LTT_16862|NLTT_56616|UBV_M__42771|USNO_577|[RHG95]__3686|PLX_5652.01|Gaia_DR2_2817999068780218368,Gaia_DR2_2817999068780218368
HIP_115562,3764,60,0.539,0.02,4.74,0.05,0.31,0.08,0.58,0.06,9.55,0.52,75.8,10.1,D,1,1,Gaia,2M,Simbad,351.12714,57.85431,PLX_5665|LSPM_J2324+5751|TYC_4007-377-1|ASCC__222280|USNO-B1.0_1478-00528856|BD+57__2735|G_217-7|G_241-54|G_233-54|GCRV_14685|GEN#_+0.05702735|GJ___895|HIC_115562|HIP_115562|LTT_16879|MCC_211|NLTT_56775|Ross__302|[RHG95]__3689|2MASS_J23243049+5751153|PLX_5665.00|WISEA_J232430.44+575112.4|UCAC4_740-093239|PM_J23245+5751S|Gaia_DR1_2009439550816514944|GALEX_6371900952266409193|WEB_20456|Gaia_DR2_2009439555118168832,Gaia_DR2_2009439555118168832
HIP_15366,3700,61,0.628,0.031,4.65,0.05,0.53,0.08,0.64,0.06,9.76,0.51,57.8,10.3,D,2,1,Gaia,2M,Simbad,49.53117,38.25207,Karmn_J03181+382|2MASS_J03180742+3815081|PLX__681|LSPM_J0318+3815|TYC_2848-1804-1|ASCC__466667|UCAC2__45124656|USNO-B1.0_1282-00075547|BD+37___748|Ci_20__221|G__95-25|G__78-31|GCRV__1816|GEN#_+1.00275122|GJ___134|HD_275122|HIC__15366|HIP__15366|LFT__271|LHS__1528|LTT_11082|MCC_100|NLTT_10461|VVO__10|VVO_305|Wolf_1325|[HFE83]__213|[RHG95]___590|PLX__681.00|WISEA_J031807.86+381501.7|UCAC4_642-013265|StKM_2-274|PM_J03181+3815|GALEX_6373026908007826216|WEB__2955|Gaia_DR2_235383247412615936,Gaia_DR2_235383247412615936
HIP_1734,3600,60,0.528,0.028,4.73,0.05,0.27,0.08,0.55,0.06,9.69,0.52,55.2,11.1,D,1,1,Gaia,2M,Simbad,5.48352,-31.40606,2MASS_J00215604-3124215|BPM_46239|EGM__95|GEN#_+6.00246239|GJ__1009|HIC___1734|HIP___1734|WT_2350|[RHG95]____72|[TS74]__38|TYC_6990-686-1|UCAC2__18565033|UCAC3_118-891|USNO-B1.0_0585-00005043|PPMX_J002156.0-312421|DENIS_J002156.0-312421|RAVE_J002156.0-312422|WISEA_J002156.10-312423.8|UCAC4_293-000410|PM_J00219-3124|Gaia_DR1_2316867881025472640|Gaia_DR2_2316867885320845696,Gaia_DR2_2316867885320845696
HIP_21556,3671,61,0.444,0.017,4.82,0.05,-0.04,0.08,0.47,0.05,9.55,0.52,89.5,10.3,D,1,1,Gaia,2M,Simbad,69.42444,-11.03888,Karmn_J04376-110|2MASS_J04374188-1102198|PLX_1026|BD-11___916|GCRV__2717|GEN#_-0.01100916|GJ___173|HIC__21556|HIP__21556|LP__715-52|LTT__2050|MCC_106|NLTT_13657|PPM_710831|UBV_M___5319|[RHG95]___804|PLX_1026.00|TYC_5324-581-1|UCAC4_395-006371|StKM_2-373|PM_J04376-1102|Gaia_DR1_3184351872093838592|WEB__4138|Gaia_DR2_3184351876391975808,Gaia_DR2_3184351876391975808
HIP_22762,3506,60,0.421,0.019,4.81,0.05,-0.24,0.08,0.41,0.04,9.75,0.51,83.7,10.9,D,1,1,Gaia,2M,Simbad,73.45825,-17.77342,Karmn_J04538-177|2MASS_J04534995-1746235|PLX_1097|CSI-17-04516|GJ___180|HIC__22762|HIP__22762|L__736-30|LFT__377|LHS__1712|LP__776-27|LPM_198|LTT__2116|NLTT_14144|[RHG95]___838|PLX_1097.00|TYC_5903-680-1|WISEA_J045350.27-174631.3|Gaia_DR2_2979590513145784192|UCAC4_362-006590|StKM_2-394|PM_J04538-1746|Gaia_DR1_2979590577567440384,Gaia_DR2_2979590513145784192
HIP_23512,3365,60,0.284,0.013,4.95,0.05,-0.12,0.08,0.26,0.03,9.75,0.52,107.9,11.7,D,1,1,Gaia,2M,Simbad,75.83369,-17.37354,Karmn_J05033-173|Gaia_DR1_2976850697671077376|2MASS_J05032009-1722245|GJ__3325|HIC__23512|HIP__23512|L__736-49|LHS__1731|LP__776-46|LTT__2153|NLTT_14433|[RHG95]___859|L__736-44|PM_05011-1726|RAVE_J050320.1-172225|WISEA_J050319.91-172229.3|TYC_5904-325-1|Gaia_DR2_2976850598890038784|UCAC4_364-006865|PM_J05033-1722,Gaia_DR2_2976850598890038784
HIP_36338,3448,60,0.404,0.019,4.82,0.05,-0.01,0.08,0.4,0.04,9.69,0.51,79.7,11.5,D,2,1,Gaia,2M,Simbad,112.18933,-3.29815,TYC_4821-2979-1|PM_J07287-0317|UCAC4_434-036750|2MASS_J07284541-0317524|G_112-21|GEN#_+9.80112021|GJ__1097|HIC__36338|HIP__36338|LHS__1920|NLTT_17919|UBV_M__53747|USNO_130|[RHG95]__1175|PLX_1767.02|Gaia_DR2_3060641356388548224,Gaia_DR2_3060641356388548224
HIP_36834,3681,60,0.385,0.016,4.87,0.05,-0.37,0.08,0.4,0.04,9.62,0.52,85.2,10.4,D,1,1,Gaia,2M,Simbad,113.6143,62.94149,G_234-5|LSPM_J0734+6256|TYC_4116-987-1|ASCC__123640|USNO-B1.0_1529-00210064|AC_+63_14097|CSI+63-07300|GJ__9236|GJ___277.1|HIC__36834|HIP__36834|LHS__6128|MCC_497|NLTT_18045|[RHG95]__1191|2MASS_J07342749+6256295|PLX_1774.01|WISEA_J073426.66+625628.1|UCAC4_765-040638|StKM_2-458|PM_J07344+6256|Gaia_DR1_1088813929393877888|GALEX_6373484308066207962|Gaia_DR2_1088813933689615872,Gaia_DR2_1088813933689615872
HIP_37217,3358,60,0.315,0.016,4.9,0.05,-0.18,0.08,0.29,0.03,9.81,0.51,92.2,11.7,D,2,1,Gaia,2M,Simbad,114.67065,-21.22458,Karmn_J07386-212|TYC_5992-530-1|PM_J07386-2113|UCAC4_344-033355|GJ__3459|HIC__37217|HIP__37217|L__672-9|LHS__1935|LP__783-1|LTT__2906|NLTT_18223|PM_07365-2106|[RHG95]__1207|2MASS_J07384089-2113276|Gaia_DR2_5715352842388433664,Gaia_DR2_5715352842388433664
HIP_46769,3692,60,0.518,0.021,4.74,0.05,-0.2,0.08,0.53,0.05,9.72,0.52,73.6,10.1,D,1,1,Gaia,2M,Simbad,142.98471999999995,36.32023,Karmn_J09319+363|PLX_2262|LSPM_J0931+3619|TYC_2500-1091-1|ASCC__489609|UCAC2__44484581|AG+36__930|BD+36__1970|Ci_20__532|G_116-36|G_117-21|GCRV__6165|GJ___353|HIC__46769|HIP__46769|LFT__655|LHS__2155|LTT_12516|MCC_548|NLTT_21970|PPM__74582|SAO__61548|[RHG95]__1509|2MASS_J09315632+3619129|USNO-B1.0_1263-00176780|PLX_2262.00|WISEA_J093156.14+361907.5|UCAC4_632-045179|StKM_2-574|PM_J09319+3619|Gaia_DR1_798914632030688896|GALEX_6373906508722210222|WEB__8824|Gaia_DR2_798914636327665536,Gaia_DR2_798914636327665536
HIP_47513,3500,60,0.485,0.019,4.74,0.05,-0.05,0.08,0.47,0.05,9.83,0.49,86.2,10.4,D,1,1,Gaia,2M,Simbad,145.29317,13.20956,PLX_2298|AC_+13__1301|LSPM_J0941+1312|ASCC__948734|UCAC2__36470874|USNO-B1.0_1032-00196900|CSI+13-09385|Ci_20__540|G__42-17|GCRV__6241|GEN#_+9.80042017|GJ___361|HIC__47513|HIP__47513|LFT__670|LHS__2173|LTT_12562|MCC_551|NLTT_22345|PM_09385+1326|Ross___85|TYC__827-1159-1|[RHG95]__1528|2MASS_J09411033+1312344|PLX_2298.00|WISEA_J094109.88+131232.9|UCAC4_517-050105|PM_J09411+1312|Gaia_DR1_614543643201618304|GALEX_6377741567696831240|WEB__8913|Gaia_DR2_614543647497149056,Gaia_DR2_614543647497149056
HIP_51007,3700,60,0.4970000000000001,0.02,4.76,0.05,-0.02,0.08,0.52,0.05,9.63,0.53,78.3,10.1,D,1,1,Gaia,2M,Simbad,156.29515,-10.22869,PLX_2443|Cl*_Melotte___25____EGG______37|BD-09__3070|G_162-52|GEN#_-0.00903070|GJ___390|HIC__51007|HIP__51007|JP11___277|L__824-1|LFT__713|LHS__2259|LPM_347|LTT__3825|MCC_579|NLTT_24293|PM_10227-0959|PPM_716545|TYC_5494-139-1|[RHG95]__1630|2MASS_J10251088-1013434|PLX_2443.00|WISEA_J102510.34-101341.8|GCRV_26267|UCAC4_399-048321|StKM_2-636|PM_J10251-1013|Gaia_DR1_3767878704592802176|GALEX_6382139584145264285|Gaia_DR2_3767878708888402816,Gaia_DR2_3767878708888402816
HIP_5643,3056,60,0.168,0.009000000000000001,5.1,0.05,-0.26,0.08,0.13,0.01,9.61,0.52,269.1,12.1,D,2,1,Gaia,2M,Simbad,18.12766,-16.99898,Gaia_DR2_2358524597030794112|WISEA_J011231.51-165949.5|TYC_5851-171-1|UCAC4_366-001333|GCRV_26152|2MASS_J01123052-1659570|8pc_269.05|CSI-17-01099|CSS___25|G_268-135|GCRV___694|GJ____54.1|GSC_05851-01939|HIC___5643|HIP___5643|IRAS_F01100-1716|L__725-32|LFT__118|LHS___138|LP__767-22|LPM__63|LTT___670|NLTT__4016|PM_01100-1716|RBS___164|RE_J011231-170021|USNO_493|V*_YZ_Cet|Zkh__26|[FS2003]_0039|[GKL99]__38|[RHG95]___234|PLX__248.01|1RXS_J011229.6-165949|PM_J01125-1659|GALEX_6380485987376563242|WEB__1270,Gaia_DR2_2358524597030794112
HIP_57050,3304,61,0.376,0.018000000000000002,4.81,0.05,0.07,0.08,0.34,0.03,9.78,0.51,90.9,12.0,D,1,1,Gaia,2M,Simbad,175.43597,42.75197,Gaia_DR1_772430901610348032|WISEA_J114144.08+424506.2|Gaia_DR2_772430527947893632|TYC_3016-1877-1|PM_J11417+4245|UCAC4_664-056772|LSPM_J1141+4245|ASCC__408337|UCAC2__46566670|G_122-40|GJ__1148|HIC__57050|HIP__57050|LFT__836|LHS__2443|LTT_13210|NLTT_28266|Ross_1003|USNO_725|[RHG95]__1827|2MASS_J11414471+4245072|USNO-B1.0_1327-00279297|PLX_2703.01|HAT_141-00143,Gaia_DR2_772430527947893632
HIP_57548,3192,60,0.197,0.008,5.08,0.05,-0.02,0.08,0.17,0.02,9.62,0.53,295.8,11.2,D,1,1,Gaia,2M,Simbad,176.93499,0.80455,PLX_2730|LSPM_J1147+0048|ASCC_1136005|UCAC2__32039206|USNO-B1.0_0908-00204201|2E__2532|8pc_299.58|CSI+01-11451|Ci_20__662|G__10-50|G__11-22|GAT_1132|GCRV__7139|GEN#_+6.10010447|GJ___447|GSC_00272-00665|HIC__57548|HIP__57548|IRAS_11451+0105|JP11__5144|JP11__5186|JP11__5145|LFT__852|LHS___315|LTT_13240|MCC_286|NLTT_28570|PM_11452+0106|Ross__128|UBV_M__42951|USNO_615|USNO_840|V*_FI_Vir|VVO_214|Zkh_169|[GKL99]_248|[RHG95]__1849|2MASS_J11474440+0048164|PLX_2730.00|1RXS_J114744.7+004831|2E_1145.1+0105|RX_J1147.7+0048|TYC__272-1051-1|GSC_00272-01051|[ZEH2003]_RX_J1147.7+0048__1|GAT_1131|Gaia_DR2_3796072592206250624|WISEA_J114744.81+004803.7|UCAC4_455-052049|PM_J11477+0048|EPIC_201518346|Gaia_DR1_3796072587910775936|GALEX_3196326618938216349|WEB_10335,Gaia_DR2_3796072592206250624
HIP_59748,3900,61,0.669,0.038,4.63,0.06,0.14,0.08,0.7,0.07,9.84,0.51,43.8,10.5,D,1,1,Gaia,2M,Simbad,183.78685,48.73257,LSPM_J1215+4843|ASCC__329726|USNO-B1.0_1387-00223528|BD+49__2126|G_198-37|GJ___458.2|GSC_03455-00111|HIC__59748|HIP__59748|MCC_640|NGP_49__71|NLTT_30123|TYC_3455-111-1|[RHG95]__1925|2MASS_J12150885+4843574|Pul_-3__910088|GJ__9399|UCAC4_694-052092|StKM_2-807|PM_J12151+4843|Gaia_DR1_1545795529110395136|Gaia_DR2_1545795529110395136,Gaia_DR2_1545795529110395136
HIP_60093,3993,60,0.643,0.037000000000000005,4.67,0.06,0.46,0.08,0.7,0.07,9.58,0.52,42.2,10.6,D,1,1,Gaia,2M,Simbad,184.85038,28.38237,PLX_2838|GJ__9404|LSPM_J1219+2822|ASCC__684708|UCAC2__41716815|USNO-B1.0_1183-00212601|BD+29__2279|BPS_BS_16026-0017|Ci_20__695|G_148-45|G_121-77|GCRV__7388|GEN#_+0.02902279|GJ___459.3|HIC__60093|HIP__60093|LFT__896|LHS__2544|LTT_13444|MCC_644|NGP_29__77|NLTT_30331|PM_12169+2840|TYC_1991-1020-1|VVO__14|Wolf__408|[RHG95]__1935|p._MC_560_4|2MASS_J12192407+2822566|PLX_2838.00|WISEA_J121923.57+282257.3|UCAC4_592-048933|StKM_2-818|PM_J12194+2822|Gaia_DR1_4010201858944875392|WEB_10685|Gaia_DR2_4010201828880793984,Gaia_DR2_4010201828880793984
HIP_61706,3463,60,0.466,0.025,4.77,0.06,0.26,0.08,0.47,0.05,9.64,0.53,65.0,11.5,D,2,1,Gaia,2M,Simbad,189.7185,11.69616,PLX_2915|LSPM_J1238+1141|ASCC__954292|USNO-B1.0_1016-00213233|CSI+11-12364|Ci_20__726|G__60-24|G__61-5|GCRV__7601|GEN#_+9.80060024|GJ___480|HIC__61706|HIP__61706|LFT__933|LHS___338|LTT_13588|NLTT_31394|PM_12364+1158|Wolf__433|Zkh_185|[RHG95]__1988|2MASS_J12385241+1141461|PLX_2915.00|TYC__878-1104-1|WISEA_J123851.61+114143.5|UCAC4_509-053260|PM_J12388+1141|GALEX_3085073634393327396|WEB_10979|Gaia_DR2_3928391218812375808,Gaia_DR2_3928391218812375808
HIP_65016,3650,60,0.598,0.025,4.66,0.05,0.4,0.08,0.6,0.06,9.87,0.5,58.9,10.6,D,1,1,Gaia,2M,Simbad,199.91719,33.34653,PLX_3047.1|CSI+33-13174|LSPM_J1319+3320|TYC_2538-800-1|ASCC__588892|UCAC2__43447987|G_164-66|GEN#_+9.80164066|GJ___507.1|GJ__9440|HIC__65016|HIP__65016|LTT_13871|MCC__45|NLTT_33716|Ross_1007|VVO_174|[RHG95]__2096|2MASS_J13194014+3320477|USNO-B1.0_1233-00234996|PLX_3047.10|SDSS_J131940.01+332046.8|2XMM_J131940.1+332048|WISEA_J131939.87+332046.1|GCRV__4698_E|GCRV_64025|UCAC4_617-049385|StKM_2-928|PM_J13196+3320|Gaia_DR1_1472718206757028480|GALEX_6379324865516670675|WEB_11490|Gaia_DR2_1472718211053416320,Gaia_DR2_1472718211053416320
HIP_71253,3211,60,0.31,0.013,4.89,0.05,0.17,0.08,0.27,0.03,9.89,0.49,159.1,11.3,D,1,1,Gaia,2M,Simbad,218.57005,-12.51955,Karmn_J14342-125|WISEA_J143416.56-123104.1|TYC_5572-804-1|PM_J14342-1231|UCAC4_388-063886|PLX_3296|8pc_163.51|BD-11__3759|Ci_20__870|GEN#_-0.01103759|GJ___555|GSC_05572-00804|HIC__71253|HIP__71253|JP11___280|LFT_1120|LHS__2945|LPM_532|LTT__5759|NLTT_37751|NSV__6707|PM_14316-1219|UBV___12727|UBV_M___5328|V*_HN_Lib|Wolf_1481|Zkh_208|[RHG95]__2310|2MASS_J14341683-1231106|PLX_3296.00|Gaia_DR2_6324325225803432320,Gaia_DR2_6324325225803432320
